accession	accession.version	taxid	gi
GCA002500565	GCA002500565.1	184471	
GCF004349145	GCF004349145.1	197231	
GCA003231975	GCA003231975.1	217846	
GCA002774285	GCA002774285.1	235498	
GCF900604965	GCF900604965.1	214301	
GCA002317295	GCA002317295.1	234504	
GCA002869405	GCA002869405.1	231919	
GCA002304845	GCA002304845.1	210486	
GCA005805045	GCA005805045.1	177171	
GCF000427315	GCF000427315.1	220433	
GCF000173775	GCF000173775.1	153560	
GCF000227725	GCF000227725.1	221223	
GCA003554665	GCA003554665.1	183154	
GCF000733845	GCF000733845.1	203829	
GCF001424105	GCF001424105.1	203778	
GCF003385395	GCF003385395.1	208254	
GCA002787155	GCA002787155.1	192610	
GCF003725795	GCF003725795.1	221517	
GCF002797555	GCF002797555.1	207853	
GCF000245335	GCF000245335.1	177739	
GCF000043285	GCF000043285.1	207910	
GCF000024025	GCF000024025.1	224642	
GCF000964245	GCF000964245.1	237384	
GCA001804285	GCA001804285.1	168801	
GCA003645845	GCA003645845.1	214518	
GCA002691185	GCA002691185.1	207639	
GCF001418085	GCF001418085.1	203266	
GCF002117125	GCF002117125.1	231347	
GCF001403735	GCF001403735.1	178128	
GCF000820725	GCF000820725.1	233706	
GCA900318395	GCA900318395.1	183984	
GCA001801485	GCA001801485.1	227067	
GCF000802235	GCF000802235.1	216321	
GCF000949635	GCF000949635.1	172546	
GCF001402165	GCF001402165.1	219856	
GCF003337175	GCF003337175.1	219362	
GCF004118975	GCF004118975.1	239125	
GCA003499925	GCA003499925.1	185006	
GCF001906925	GCF001906925.1	222024	
GCA900318855	GCA900318855.1	171552	
GCA002493865	GCA002493865.1	233821	
GCA003240795	GCA003240795.1	230303	
GCA003278225	GCA003278225.1	200569	
GCF000418365	GCF000418365.1	209141	
GCA003551705	GCA003551705.1	219694	
GCF003075035	GCF003075035.1	209799	
GCF003383595	GCF003383595.3	195540	
GCA002440965	GCA002440965.1	223095	
GCF003641185	GCF003641185.1	139710	
GCA002688185	GCA002688185.1	212367	
GCA007124045	GCA007124045.1	193239	
GCF003997935	GCF003997935.1	230607	
GCA001919195	GCA001919195.1	162471	
GCF002245895	GCF002245895.1	227228	
GCF000008465	GCF000008465.1	144764	
GCF900637545	GCF900637545.1	182403	
GCF004011115	GCF004011115.1	161452	
GCA006227785	GCA006227785.1	210175	
GCF000013325	GCF000013325.1	181932	
GCF000020565	GCF000020565.1	207019	
GCA001603505	GCA001603505.1	201133	
GCF003363135	GCF003363135.1	237587	
GCF002994045	GCF002994045.1	218200	
GCA001464195	GCA001464195.1	217900	
GCF000820005	GCF000820005.1	192458	
GCA002359425	GCA002359425.1	234561	
GCF000341005	GCF000341005.1	237792	
GCF003386795	GCF003386795.1	178930	
GCF000153905	GCF000153905.1	135467	
GCF003097615	GCF003097615.1	232839	
GCF002843585	GCF002843585.1	193731	
GCA003161755	GCA003161755.1	207124	
GCF001650905	GCF001650905.1	219973	
GCF003058325	GCF003058325.1	227528	
GCA004560705	GCA004560705.1	216115	
GCF900166595	GCF900166595.1	190940	
GCF900460215	GCF900460215.1	228433	
GCF900177485	GCF900177485.1	233437	
GCF900116635	GCF900116635.1	211207	
GCF900240845	GCF900240845.1	194838	
GCA007131245	GCA007131245.1	224961	
GCF003477995	GCF003477995.1	193454	
GCF000833025	GCF000833025.1	179489	
GCF900182695	GCF900182695.1	230565	
GCF000711975	GCF000711975.1	229523	
GCF000632025	GCF000632025.1	152808	
GCA002441465	GCA002441465.1	232790	
GCA003553525	GCA003553525.1	220704	
GCF001687565	GCF001687565.2	178015	
GCA005884855	GCA005884855.1	205230	
GCF003253485	GCF003253485.1	234597	
GCF900107125	GCF900107125.1	199903	
GCF001404695	GCF001404695.1	233888	
GCF003144495	GCF003144495.1	156490	
GCA006226225	GCA006226225.1	234486	
GCF002897375	GCF002897375.1	205457	
GCA001790455	GCA001790455.1	208334	
GCF900090285	GCF900090285.1	236949	
GCF003026365	GCF003026365.1	136160	
GCA003224525	GCA003224525.1	223601	
GCF000829435	GCF000829435.1	225510	
GCA003152455	GCA003152455.1	230473	
GCA002397275	GCA002397275.1	206686	
GCF000746025	GCF000746025.1	215417	
GCF000340985	GCF000340985.1	215608	
GCA003045895	GCA003045895.1	178147	
GCA900551415	GCA900551415.1	219083	
GCA002215645	GCA002215645.1	214550	
GCF001463765	GCF001463765.1	207717	
GCA003151955	GCA003151955.1	234811	
GCA003155705	GCA003155705.1	239955	
GCF003386735	GCF003386735.1	213518	
GCA900299555	GCA900299555.1	220019	
GCF001512285	GCF001512285.1	195545	
GCF000317205	GCF000317205.1	179876	
GCA900543395	GCA900543395.1	206093	
GCA003635305	GCA003635305.1	207665	
GCF002343915	GCF002343915.1	193498	
GCF003570705	GCF003570705.1	197677	
GCA004560435	GCA004560435.1	198583	
GCF001421165	GCF001421165.1	191938	
GCA900545275	GCA900545275.1	227530	
GCF003096715	GCF003096715.1	163808	
GCA004556165	GCA004556165.1	160875	
GCA002371695	GCA002371695.1	233358	
GCA002170735	GCA002170735.1	202991	
GCF000615445	GCF000615445.1	189943	
GCA003157945	GCA003157945.1	233482	
GCA002315455	GCA002315455.1	218552	
GCA007130865	GCA007130865.1	170941	
GCA003696605	GCA003696605.1	206251	
GCA002391225	GCA002391225.1	171811	
GCF003478335	GCF003478335.1	155887	
GCF000177555	GCF000177555.1	174211	
GCA006227775	GCA006227775.1	225195	
GCA900542385	GCA900542385.1	219943	
GCA002448815	GCA002448815.1	170136	
GCF003841405	GCF003841405.1	140409	
GCF004016515	GCF004016515.1	214654	
GCA000434615	GCA000434615.1	192660	
GCF006438965	GCF006438965.1	196440	
GCF002723455	GCF002723455.1	191784	
GCF003944205	GCF003944205.1	229837	
GCF004342625	GCF004342625.1	212142	
GCF000313755	GCF000313755.1	178593	
GCF900108025	GCF900108025.1	219546	
GCF002000545	GCF002000545.1	170975	
GCF001074635	GCF001074635.1	208966	
GCF000160875	GCF000160875.1	139650	
GCF000425405	GCF000425405.1	216422	
GCF001957165	GCF001957165.1	194430	
GCF002019695	GCF002019695.1	193588	
GCF000731955	GCF000731955.1	210534	
GCA001604005	GCA001604005.1	237654	
GCF003725335	GCF003725335.1	189771	
GCF002846555	GCF002846555.1	206095	
GCF001684955	GCF001684955.1	190582	
GCA002344895	GCA002344895.1	183583	
GCF900163795	GCF900163795.1	182476	
GCA002696275	GCA002696275.1	236550	
GCF004011885	GCF004011885.1	206365	
GCF001439605	GCF001439605.1	190868	
GCA004296865	GCA004296865.1	217621	
GCF900112625	GCF900112625.1	152658	
GCA003154555	GCA003154555.1	218948	
GCA900554615	GCA900554615.1	200508	
GCF003339505	GCF003339505.1	205030	
GCF000829465	GCF000829465.1	216970	
GCA900548725	GCA900548725.1	218966	
GCF000423885	GCF000423885.1	181485	
GCA900321425	GCA900321425.1	192024	
GCA004552615	GCA004552615.1	220273	
GCA005882415	GCA005882415.1	220706	
GCF000981225	GCF000981225.1	195906	
GCF003072625	GCF003072625.1	136529	
GCA002953615	GCA002953615.1	226013	
GCF003583365	GCF003583365.1	203766	
GCA900539325	GCA900539325.1	236456	
GCF003290025	GCF003290025.1	237612	
GCA003327455	GCA003327455.1	238473	
GCF003425985	GCF003425985.1	189369	
GCF002563635	GCF002563635.1	235575	
GCA002726615	GCA002726615.1	189624	
GCF001908235	GCF001908235.1	227160	
GCF002019635	GCF002019635.1	206668	
GCA900550645	GCA900550645.1	234303	
GCA007280275	GCA007280275.1	207483	
GCA001920645	GCA001920645.1	222820	
GCF000759445	GCF000759445.1	215188	
GCF000755425	GCF000755425.1	206514	
GCF002863865	GCF002863865.1	234474	
GCA002352105	GCA002352105.1	224558	
GCF003010955	GCF003010955.1	186187	
GCA003558175	GCA003558175.1	226117	
GCF000176175	GCF000176175.1	157964	
GCF001634885	GCF001634885.1	167506	
GCF000376885	GCF000376885.1	232916	
GCF900312675	GCF900312675.1	202408	
GCF000828085	GCF000828085.2	236908	
GCF003586445	GCF003586445.1	199158	
GCF000012605	GCF000012605.1	200964	
GCA900540595	GCA900540595.1	205130	
GCF001555775	GCF001555775.1	139332	
GCF003344535	GCF003344535.1	208370	
GCF001429545	GCF001429545.1	207080	
GCA002841395	GCA002841395.1	216196	
GCF001707825	GCF001707825.1	209525	
GCA005777185	GCA005777185.1	176207	
GCF001187595	GCF001187595.1	159754	
GCA002256395	GCA002256395.1	203509	
GCF900101065	GCF900101065.1	205587	
GCA002424815	GCA002424815.1	208368	
GCF002102475	GCF002102475.1	231373	
GCA002704555	GCA002704555.1	186837	
GCA003222305	GCA003222305.1	220346	
GCA002393945	GCA002393945.1	175311	
GCF004349355	GCF004349355.1	208134	
GCA900549725	GCA900549725.1	231679	
GCF001758365	GCF001758365.1	222406	
GCF002778015	GCF002778015.1	198791	
GCF003945765	GCF003945765.1	136554	
GCA900554705	GCA900554705.1	195087	
GCF900090195	GCF900090195.1	217490	
GCF003583925	GCF003583925.1	213813	
GCF000597705	GCF000597705.1	206375	
GCF003853415	GCF003853415.1	183605	
GCF004361695	GCF004361695.1	200743	
GCA005885405	GCA005885405.1	200708	
GCA002378565	GCA002378565.1	194297	
GCF001687105	GCF001687105.1	222490	
GCA007122045	GCA007122045.1	210602	
GCF002108845	GCF002108845.1	143439	
GCF000826185	GCF000826185.2	236374	
GCF003762835	GCF003762835.1	218668	
GCA003562845	GCA003562845.1	196560	
GCA002134785	GCA002134785.1	239030	
GCA004557035	GCA004557035.1	191182	
GCF005281475	GCF005281475.1	225526	
GCF002585305	GCF002585305.1	183466	
GCA004555865	GCA004555865.1	188145	
GCF001870515	GCF001870515.1	197832	
GCA900547225	GCA900547225.1	205868	
GCA900316445	GCA900316445.1	215194	
GCF001244635	GCF001244635.1	186983	
GCA900318765	GCA900318765.1	213477	
GCF000808015	GCF000808015.1	171508	
GCA900315395	GCA900315395.1	235041	
GCA002383165	GCA002383165.1	198859	
GCF900112755	GCF900112755.1	208996	
GCF002532075	GCF002532075.1	204569	
GCA003221375	GCA003221375.1	194035	
GCA900319675	GCA900319675.1	202892	
GCA900544375	GCA900544375.1	194535	
GCF900469955	GCF900469955.1	202995	
GCF000420085	GCF000420085.1	234244	
GCF900109745	GCF900109745.1	239346	
GCA003151745	GCA003151745.1	217007	
GCF000974765	GCF000974765.1	203538	
GCA002897855	GCA002897855.1	186814	
GCA003671495	GCA003671495.1	195107	
GCF001465545	GCF001465545.3	196705	
GCF000682675	GCF000682675.1	176488	
GCA001725945	GCA001725945.1	201325	
GCA002305355	GCA002305355.1	200680	
GCA003244255	GCA003244255.1	233864	
GCF003337275	GCF003337275.1	233137	
GCF001028625	GCF001028625.1	189845	
GCA001602865	GCA001602865.1	237614	
GCF002142155	GCF002142155.1	139475	
GCF003429665	GCF003429665.1	212216	
GCA004293675	GCA004293675.1	190489	
GCF006716305	GCF006716305.1	226036	
GCF000687715	GCF000687715.1	223678	
GCA003150395	GCA003150395.1	198847	
GCF000613585	GCF000613585.1	155332	
GCA001004105	GCA001004105.1	177555	
GCF002113165	GCF002113165.1	171488	
GCF900187295	GCF900187295.1	188565	
GCF000190695	GCF000190695.1	169897	
GCF000982825	GCF000982825.1	109187	
GCF002902405	GCF002902405.1	151645	
GCF001021025	GCF001021025.1	212729	
GCF900101095	GCF900101095.1	223502	
GCA900540015	GCA900540015.1	197452	
GCF000520495	GCF000520495.1	239370	
GCA002007365	GCA002007365.1	204504	
GCF004011825	GCF004011825.1	217913	
GCF001431425	GCF001431425.1	178746	
GCF900182705	GCF900182705.1	199803	
GCA900541875	GCA900541875.1	226455	
GCF001437355	GCF001437355.1	160980	
GCF004364575	GCF004364575.1	235055	
GCA007128425	GCA007128425.1	173412	
GCF001005825	GCF001005825.1	181260	
GCF003261635	GCF003261635.1	232547	
GCF001428365	GCF001428365.1	206377	
GCF002968845	GCF002968845.1	149981	
GCA004292855	GCA004292855.1	219786	
GCF002902345	GCF002902345.1	137847	
GCA002716065	GCA002716065.1	178625	
GCA002408205	GCA002408205.1	165141	
GCF003478275	GCF003478275.1	170743	
GCF900100965	GCF900100965.1	198457	
GCA003161435	GCA003161435.1	197872	
GCF001433855	GCF001433855.1	127213	
GCA002085375	GCA002085375.1	196148	
GCF900343155	GCF900343155.1	163126	
GCA003552605	GCA003552605.1	230829	
GCA900549355	GCA900549355.1	239183	
GCF000691805	GCF000691805.2	236103	
GCA002779345	GCA002779345.1	198377	
GCA003513005	GCA003513005.1	168856	
GCF005405065	GCF005405065.1	238318	
GCA002007405	GCA002007405.1	197849	
GCA002469975	GCA002469975.1	194123	
GCF004364855	GCF004364855.1	202375	
GCA002737405	GCA002737405.1	190365	
GCF001553355	GCF001553355.1	229705	
GCA001004345	GCA001004345.1	209740	
GCF001570805	GCF001570805.1	165914	
GCF000427365	GCF000427365.1	180593	
GCA003216725	GCA003216725.1	222293	
GCF000172075	GCF000172075.1	189333	
GCA002379855	GCA002379855.1	200595	
GCA000210715	GCA000210715.1	214639	
GCA900556185	GCA900556185.1	232278	
GCF001482385	GCF001482385.1	185626	
GCF900290365	GCF900290365.1	201478	
GCA002707795	GCA002707795.1	173675	
GCF000766945	GCF000766945.1	199627	
GCA002358855	GCA002358855.1	214938	
GCF003399445	GCF003399445.1	232421	
GCF000745475	GCF000745475.1	162827	
GCF001072375	GCF001072375.1	173764	
GCF003570905	GCF003570905.1	216523	
GCA900552295	GCA900552295.1	233844	
GCA900554045	GCA900554045.1	237248	
GCF900129765	GCF900129765.1	209626	
GCF003612555	GCF003612555.1	197589	
GCA900320845	GCA900320845.1	201220	
GCA900556395	GCA900556395.1	231490	
GCF002846395	GCF002846395.1	239622	
GCA002438625	GCA002438625.1	192590	
GCA002313255	GCA002313255.1	230250	
GCF003097515	GCF003097515.1	162334	
GCF901472495	GCF901472495.1	118290	
GCF003252725	GCF003252725.1	177000	
GCF000367405	GCF000367405.1	145546	
GCA002412495	GCA002412495.1	236159	
GCA900313215	GCA900313215.1	159990	
GCF004358445	GCF004358445.1	206938	
GCF006715225	GCF006715225.1	220740	
GCF001541345	GCF001541345.2	177534	
GCA002380675	GCA002380675.1	192814	
GCA002785065	GCA002785065.1	224628	
GCF001597655	GCF001597655.1	165772	
GCF003955755	GCF003955755.1	214063	
GCF006516965	GCF006516965.1	196520	
GCF000755535	GCF000755535.1	157636	
GCA003282105	GCA003282105.1	209105	
GCA007122945	GCA007122945.1	184799	
GCA003135415	GCA003135415.1	176148	
GCA002733645	GCA002733645.1	232844	
GCF000878195	GCF000878195.1	165865	
GCA003561145	GCA003561145.1	203156	
GCF003479425	GCF003479425.1	184030	
GCA900542805	GCA900542805.1	220135	
GCF000428745	GCF000428745.1	181971	
GCA002067515	GCA002067515.1	238508	
GCF900451095	GCF900451095.1	214090	
GCA003567935	GCA003567935.1	210828	
GCA004356175	GCA004356175.1	220729	
GCA002778575	GCA002778575.1	199924	
GCF000612865	GCF000612865.1	165233	
GCF001552595	GCF001552595.1	136252	
GCA900545515	GCA900545515.1	184786	
GCF002797445	GCF002797445.1	231354	
GCF003003795	GCF003003795.1	222291	
GCA001725215	GCA001725215.1	216347	
GCA900555465	GCA900555465.1	194539	
GCA003507655	GCA003507655.1	175063	
GCF003259955	GCF003259955.1	239915	
GCA002085025	GCA002085025.1	218976	
GCF002119195	GCF002119195.1	185039	
GCA002348605	GCA002348605.1	163872	
GCF001620065	GCF001620065.1	216875	
GCF002954585	GCF002954585.1	171769	
GCF001612805	GCF001612805.1	195136	
GCF000024765	GCF000024765.1	173220	
GCF002216005	GCF002216005.1	206236	
GCF000399665	GCF000399665.1	205297	
GCF000725555	GCF000725555.1	185275	
GCF001976145	GCF001976145.1	213255	
GCF001679485	GCF001679485.1	175006	
GCF000758325	GCF000758325.1	195469	
GCA001801465	GCA001801465.1	212841	
GCA003249015	GCA003249015.1	205023	
GCF000696575	GCF000696575.1	239425	
GCA003576905	GCA003576905.1	213905	
GCF003260025	GCF003260025.2	177912	
GCF002289575	GCF002289575.1	191096	
GCA900543525	GCA900543525.1	200377	
GCF000348665	GCF000348665.1	175048	
GCF000308555	GCF000308555.1	159743	
GCA900315485	GCA900315485.1	171374	
GCF003350545	GCF003350545.1	220125	
GCA002352205	GCA002352205.1	178818	
GCF000688255	GCF000688255.1	235228	
GCF000282455	GCF000282455.1	198887	
GCF003014655	GCF003014655.1	230248	
GCF002920535	GCF002920535.1	224527	
GCA002402375	GCA002402375.1	181567	
GCF000331975	GCF000331975.1	237329	
GCA002425935	GCA002425935.1	218399	
GCA900316585	GCA900316585.1	188623	
GCF001722485	GCF001722485.1	235330	
GCA004298075	GCA004298075.1	200088	
GCF006546595	GCF006546595.1	209895	
GCA002314855	GCA002314855.1	210553	
GCF000026185	GCF000026185.1	235632	
GCF003432065	GCF003432065.1	235713	
GCF005844455	GCF005844455.1	199066	
GCA001898255	GCA001898255.1	210282	
GCF000373485	GCF000373485.1	223376	
GCF002024165	GCF002024165.1	226629	
GCF900100835	GCF900100835.1	222356	
GCA001790525	GCA001790525.1	194625	
GCF000012385	GCF000012385.1	160905	
GCF001006805	GCF001006805.1	185143	
GCA001002765	GCA001002765.1	165035	
GCA005080825	GCA005080825.1	199827	
GCF001690525	GCF001690525.1	197028	
GCA002708935	GCA002708935.1	209107	
GCA007121335	GCA007121335.1	157336	
GCA900320615	GCA900320615.1	208930	
GCA003279775	GCA003279775.1	227393	
GCF004769615	GCF004769615.1	214678	
GCA001778905	GCA001778905.1	164557	
GCA001767035	GCA001767035.1	232139	
GCF000282615	GCF000282615.1	204199	
GCF003046185	GCF003046185.1	221545	
GCF000719975	GCF000719975.1	183440	
GCA900550375	GCA900550375.1	203686	
GCF900683735	GCF900683735.1	188285	
GCA002441045	GCA002441045.1	197151	
GCF003755175	GCF003755175.1	204180	
GCA900546095	GCA900546095.1	206326	
GCA000431835	GCA000431835.1	158305	
GCA002336085	GCA002336085.1	198900	
GCF000020125	GCF000020125.1	173991	
GCF003014445	GCF003014445.1	185157	
GCF002913225	GCF002913225.1	200018	
GCA900321605	GCA900321605.1	186269	
GCF001672295	GCF001672295.1	234896	
GCA001708385	GCA001708385.1	186375	
GCF002951995	GCF002951995.1	149077	
GCF006007885	GCF006007885.1	214055	
GCF000420605	GCF000420605.1	215008	
GCF004134805	GCF004134805.1	229591	
GCF900313015	GCF900313015.1	188322	
GCA002720125	GCA002720125.1	226193	
GCF002869965	GCF002869965.1	235961	
GCF000814025	GCF000814025.1	223901	
GCF900187515	GCF900187515.1	172674	
GCF005747095	GCF005747095.1	239270	
GCF000428945	GCF000428945.1	237173	
GCF900637855	GCF900637855.1	162563	
GCA004557195	GCA004557195.1	184644	
GCF002878475	GCF002878475.1	194804	
GCF001428305	GCF001428305.1	198054	
GCF000187895	GCF000187895.1	154409	
GCF004345645	GCF004345645.1	199266	
GCA001769925	GCA001769925.1	225545	
GCA900316325	GCA900316325.1	161815	
GCA900319035	GCA900319035.1	220005	
GCF001735715	GCF001735715.1	228249	
GCA002753725	GCA002753725.1	233892	
GCF003429095	GCF003429095.1	224529	
GCF006381105	GCF006381105.1	235864	
GCA900556135	GCA900556135.1	222805	
GCA003223835	GCA003223835.1	178089	
GCA003215315	GCA003215315.1	216349	
GCF900103835	GCF900103835.1	236262	
GCF004614165	GCF004614165.1	218849	
GCF900111375	GCF900111375.1	182846	
GCF000689495	GCF000689495.1	191736	
GCA003218815	GCA003218815.1	174375	
GCA000435795	GCA000435795.1	232134	
GCA000990005	GCA000990005.1	163378	
GCF006547065	GCF006547065.1	217363	
GCA002345145	GCA002345145.1	157588	
GCA001805645	GCA001805645.1	190931	
GCF000378145	GCF000378145.1	204841	
GCA002423185	GCA002423185.1	200129	
GCF003017785	GCF003017785.1	233898	
GCF000576555	GCF000576555.1	236859	
GCA002409585	GCA002409585.1	166480	
GCF000799775	GCF000799775.1	143827	
GCA900548115	GCA900548115.1	191492	
